SDSS,RA,DEC,z,u,e_u,g,e_g,r,e_r,i,e_i,z_psf,e_z,A_u,logNH,F20cm,SN_F20cm,sep_FIRST,fR0,fR1,logX,SN_X,sep_X,J,e_J,H,e_H,K,e_K,sep_2MASS,M_i,D_gi,Morph,S,mode,utf,Tflag,Lz,Hz,fR,fX,fS,f*,fG,run,MJD_img,MJD_spec,plate,fiber,rerun,camcol,field,obj,Tflag_T,LzT,HzT,fRT,fXT,fST,f*T,fGT,u_PSF,e_u_PSF,g_PSF,e_g_PSF,r_PSF,e_r_PSF,i_PSF,e_i_PSF,z_PSF,e_z_PSF,72,73,74,75,76,77,g_minus_r,classification
120614.50+343106.4,181.560418,34.518459,0.3516,19.999,0.053,19.718,0.04,19.157,0.041,19.115,0.037,18.761,0.041,0.075,20.199,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.107,0.393,1,1,1,1,2,1,0,0,0,0,0,0,4552,53108,53498,2089,479,40,2,82,83,2,1,0,0,0,0,0,0,19.999,0.053,19.718,0.04,19.157,0.041,19.115,0.037,18.76,0.041,588231000518033408,,,,,,0.5609999999999999,non-quasar
120615.07+114923.8,181.562833,11.823281,1.0746,19.364,0.063,19.243,0.023,19.066,0.017,19.136,0.021,19.043,0.054,0.195,20.316,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.84,-0.131,0,1,1,1,1048578,1,0,0,0,1,0,0,3804,52721,53149,1612,320,41,2,159,108,1048578,1,0,0,0,1,0,0,19.363,0.063,19.242,0.023,19.066,0.017,19.136,0.021,19.043,0.054,453965937016569856,,,,,,0.1769999999999996,quasar
120615.61+565441.7,181.565071,56.911601,1.7405,18.625,0.022,18.414,0.04,18.435,0.018,18.22,0.017,18.173,0.027,0.087,20.134,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.855,-0.054,0,1,1,1,3,1,1,0,0,0,0,0,2826,52262,52790,1313,32,40,2,282,39,3,1,1,0,0,0,0,0,18.624,0.024,18.402,0.064,18.438,0.019,18.225,0.019,18.177,0.027,369803375878864896,,,,,,-0.020999999999997243,quasar
120616.66+335900.3,181.569436,33.983442,1.1642,18.975,0.028,18.916,0.026,18.715,0.019,18.741,0.028,18.934,0.043,0.073,20.176,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.378,-0.085,0,1,1,1,2,1,0,0,0,0,0,0,4552,53108,53498,2089,198,40,1,81,99,2,1,0,0,0,0,0,0,18.975,0.028,18.916,0.026,18.715,0.019,18.74,0.028,18.935,0.043,588230999339433984,,,,,,0.2010000000000005,quasar
120617.18+611709.1,181.571616,61.285876,2.226,19.866,0.039,19.202,0.025,19.065,0.023,18.731,0.023,18.492,0.041,0.103,20.288,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.916,0.383,0,1,1,1,3,1,1,0,0,0,0,0,1896,51875,52337,778,86,41,1,157,109,3,1,1,0,0,0,0,0,19.756,0.033,19.195,0.03,19.078,0.019,18.771,0.026,18.536,0.04,219212317944971264,,,,,,0.13700000000000045,quasar
120617.35+381234.9,181.572319,38.209717,0.8379,19.046,0.024,18.54,0.029,18.389,0.021,18.329,0.014,18.137,0.026,0.1,20.281,0.0,0.0,0.0,1,1,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.007,0.222,0,1,1,1,2,1,0,0,0,0,0,0,4504,53080,53473,2108,177,40,5,154,4,2,1,0,0,0,0,0,0,19.046,0.024,18.54,0.029,18.39,0.021,18.329,0.014,18.137,0.026,593578916434673664,,,,,,0.1509999999999998,quasar
120617.58+120710.8,181.573289,12.119681,1.7596,18.09,0.027,18.143,0.02,18.168,0.019,17.882,0.016,17.869,0.027,0.123,20.33,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.233,0.006,0,1,1,1,1048579,1,1,0,0,1,0,0,3804,52721,53147,1611,160,41,3,159,38,1048579,1,1,0,0,1,0,0,18.089,0.027,18.143,0.02,18.169,0.019,17.882,0.016,17.869,0.027,453684452778835968,,,,,,-0.02499999999999858,quasar
120617.79+571402.5,181.574133,57.234036,0.3901,18.749,0.024,18.634,0.044,18.702,0.03,18.722,0.015,18.233,0.042,0.072,20.146,16.074,8.94,0.495,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.749,-0.215,0,1,1,1,3145739,1,1,1,0,1,0,0,3712,52708,52790,1313,631,40,3,77,1,3145739,1,1,1,0,1,0,0,18.722,0.024,18.673,0.03,18.712,0.034,18.734,0.02,18.4,0.049,369803378391252992,,,,,,-0.06800000000000139,quasar
120618.63+575247.8,181.577639,57.879955,0.2565,18.366,0.019,18.38,0.029,18.106,0.023,17.956,0.013,17.634,0.028,0.111,20.164,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.401,0.117,15.566,0.145,14.693,0.092,0.162,-22.531,-0.003,1,1,1,1,64,0,0,0,0,0,0,1,3712,52708,53050,1314,472,40,5,77,5,66,1,0,0,0,0,0,1,18.279,0.066,18.39,0.041,18.102,0.021,17.962,0.014,17.604,0.027,370085969392566272,,,,,,0.27399999999999736,quasar
120619.38+420655.4,181.580789,42.115397,2.067,19.371,0.031,19.19,0.023,19.046,0.024,18.816,0.023,18.628,0.038,0.065,20.146,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.647,0.226,0,1,1,1,1048578,1,0,0,0,1,0,0,3840,52730,53120,1448,152,41,3,158,58,1048578,1,0,0,0,1,0,0,19.375,0.031,19.191,0.024,19.043,0.03,18.827,0.027,18.629,0.044,407803915577327616,,,,,,0.1440000000000019,quasar
120620.50+565948.0,181.585439,56.99669,0.3014,20.313,0.075,20.144,0.22,18.978,0.066,18.776,0.07,18.248,0.033,0.098,20.137,14.388,43.699,0.102,0,0,-9.0,0.0,0.0,16.813,0.167,15.77,0.152,15.27,0.143,0.077,-22.087,1.1,1,1,1,1,0,0,0,0,0,0,0,0,2826,52262,52790,1313,633,40,2,282,62,2,1,0,0,0,0,0,0,20.319,0.066,20.074,0.067,19.0,0.022,18.774,0.025,18.254,0.031,369803378399641600,,,,,,1.1659999999999968,non-quasar
120622.10+372028.5,181.592089,37.341262,2.0226,19.085,0.023,18.968,0.022,18.881,0.027,18.727,0.019,18.558,0.033,0.127,20.262,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.711,0.056,0,1,1,1,1048578,1,0,0,0,1,0,0,4504,53080,53467,2103,605,40,3,153,93,1048578,1,0,0,0,1,0,0,19.086,0.023,18.968,0.022,18.882,0.027,18.727,0.019,18.557,0.033,592171517576478720,,,,,,0.08699999999999974,quasar
120622.72+095631.0,181.594704,9.941971,1.5366,18.359,0.023,18.179,0.027,18.053,0.017,17.901,0.017,17.86,0.033,0.123,20.228,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.897,-0.045,0,1,1,1,1048578,1,0,0,0,1,0,0,3525,52619,52728,1228,23,40,3,177,75,1048578,1,0,0,0,1,0,0,18.328,0.018,18.161,0.031,18.064,0.022,17.905,0.017,17.871,0.027,345877736532738048,,,,,,0.12599999999999767,quasar
120623.00+612023.1,181.595838,61.339775,1.8368,19.023,0.027,18.81,0.025,18.738,0.023,18.562,0.023,18.55,0.043,0.101,20.292,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.643,-0.021,0,1,1,1,2,1,0,0,0,0,0,0,1896,51875,52337,778,84,41,1,157,23,2,1,0,0,0,0,0,0,18.986,0.018,18.81,0.029,18.757,0.019,18.592,0.025,18.573,0.041,219212317936582656,,,,,,0.07199999999999918,quasar
120624.63+581450.2,181.602644,58.247292,1.0902,18.888,0.029,18.741,0.107,18.485,0.02,18.51,0.018,18.612,0.038,0.09,20.173,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.458,0.024,0,1,1,1,0,0,0,0,0,0,0,0,2826,52262,53050,1314,405,40,5,283,9,2,1,0,0,0,0,0,0,18.902,0.023,18.706,0.062,18.487,0.019,18.504,0.018,18.617,0.04,370085969111547904,,,,,,0.2560000000000002,quasar
120625.56+102632.1,181.606516,10.442268,1.3327,18.169,0.022,17.843,0.015,17.486,0.022,17.376,0.021,17.336,0.023,0.102,20.253,0.0,0.0,0.0,1,0,-9.0,0.0,0.0,16.493,0.145,15.743,0.135,15.143,0.183,0.181,-27.077,0.181,0,1,1,1,2,1,0,0,0,0,0,0,3031,52345,52723,1229,397,40,5,409,75,2,1,0,0,0,0,0,0,18.191,0.025,17.822,0.023,17.489,0.022,17.374,0.023,17.336,0.016,346159191603281920,,,,,,0.3569999999999993,quasar
120625.92+613000.3,181.608025,61.500096,0.3129,19.191,0.022,19.062,0.024,18.913,0.017,18.853,0.022,18.368,0.038,0.079,20.299,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.093,-0.052,1,1,1,1,2,1,0,0,0,0,0,0,2304,52047,52337,778,90,41,1,187,19,2,1,0,0,0,0,0,0,19.142,0.024,19.061,0.013,18.922,0.012,18.843,0.016,18.375,0.034,219212317961748480,,,,,,0.1490000000000009,quasar
120626.17+151335.6,181.60907,15.226566,1.6333,19.168,0.027,18.76,0.014,18.428,0.017,18.127,0.021,18.068,0.023,0.15,20.447,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.787,0.156,16.071,0.181,15.656,0.17,0.038,-26.825,0.352,0,1,1,1,2,1,0,0,0,0,0,0,4381,53032,53467,1764,517,40,4,73,116,2,1,0,0,0,0,0,0,19.167,0.027,18.76,0.014,18.428,0.017,18.127,0.021,18.068,0.023,496751500102467584,,,,,,0.33200000000000074,quasar
120626.18+375428.3,181.609112,37.907861,3.1769,23.328,0.37,19.518,0.028,19.306,0.019,19.293,0.024,19.34,0.061,0.095,20.272,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.145,-0.125,0,1,1,1,33554433,0,1,0,0,0,0,0,4392,53035,53473,2108,165,40,5,215,150,33554433,0,1,0,0,0,0,0,23.328,0.37,19.518,0.028,19.305,0.019,19.292,0.024,19.34,0.061,593578916384342016,,,,,,0.21199999999999974,quasar
120626.77+383759.1,181.611555,38.633098,1.784,19.48,0.034,19.337,0.023,19.35,0.021,19.143,0.025,19.272,0.07,0.111,20.292,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.999,-0.067,0,1,1,1,1048578,1,0,0,0,1,0,0,4504,53080,53473,2108,514,40,6,154,13,1048578,1,0,0,0,1,0,0,19.48,0.034,19.337,0.023,19.351,0.021,19.143,0.025,19.272,0.07,593578917848154112,,,,,,-0.013000000000001677,quasar
120627.42+445445.1,181.614256,44.912534,1.1526,19.192,0.026,19.093,0.039,18.731,0.018,18.757,0.021,18.861,0.044,0.072,20.107,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.338,0.108,0,1,1,1,1048578,1,0,0,0,1,0,0,3813,52722,53089,1369,571,41,3,211,33,1048578,1,0,0,0,1,0,0,19.199,0.025,19.049,0.03,18.732,0.019,18.743,0.018,18.871,0.037,385567261030612992,,,,,,0.3619999999999983,quasar
120628.17+115708.4,181.61741,11.952337,1.0256,19.225,0.033,19.051,0.018,18.914,0.02,18.967,0.017,18.901,0.036,0.133,20.324,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.872,-0.086,0,1,1,1,1048578,1,0,0,0,1,0,0,3836,52729,53147,1611,150,41,2,219,125,1048578,1,0,0,0,1,0,0,19.225,0.033,19.052,0.018,18.914,0.02,18.968,0.017,18.901,0.036,453684452736892928,,,,,,0.1369999999999969,quasar
120629.64+433217.5,181.623531,43.538213,1.7895,18.676,0.031,18.784,0.035,18.755,0.046,18.498,0.036,18.469,0.032,0.074,20.104,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,17.165,0.201,16.157,0.18,15.468,0.164,1.119,-26.636,0.031,0,1,1,1,2,1,0,0,0,0,0,0,3893,52754,53120,1448,567,41,6,159,11,2,1,0,0,0,0,0,0,18.662,0.031,18.805,0.045,18.754,0.052,18.529,0.04,18.481,0.035,407803917317963776,,,,,,0.028999999999999915,quasar
120630.92+053730.6,181.628853,5.625174,1.6929,18.806,0.024,18.548,0.018,18.283,0.014,18.085,0.013,18.058,0.022,0.09,20.158,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.926,0.208,0,1,1,1,1048578,1,0,0,0,1,0,0,2126,51960,52376,842,451,41,5,417,1,1048578,1,0,0,0,1,0,0,18.797,0.02,18.54,0.018,18.281,0.018,18.06,0.008,18.047,0.019,237226885489098752,,,,,,0.264999999999997,quasar
120632.02+533447.1,181.633421,53.579752,1.1864,18.403,0.02,18.345,0.026,18.093,0.023,18.086,0.017,18.237,0.027,0.088,20.176,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.794,0.168,16.78,0.1,15.529,0.1,0.131,-26.084,-0.003,0,1,1,1,1048578,1,0,0,0,1,0,0,2883,52287,52370,882,578,40,6,188,27,1048578,1,0,0,0,1,0,0,18.418,0.014,18.299,0.01,18.124,0.011,18.078,0.014,18.234,0.035,248485859320397824,,,,,,0.2519999999999989,quasar
120632.94+335103.7,181.637265,33.851054,0.719,18.779,0.024,18.469,0.028,18.576,0.013,18.666,0.022,18.669,0.032,0.081,20.164,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.291,-0.203,0,1,1,1,1048578,1,0,0,0,1,0,0,4576,53111,53498,2089,179,40,1,429,56,1048578,1,0,0,0,1,0,0,18.779,0.024,18.469,0.028,18.576,0.013,18.666,0.022,18.67,0.032,588230999259742208,,,,,,-0.10699999999999932,quasar
120633.07+412536.1,181.637817,41.426696,0.5538,18.111,0.017,17.572,0.018,17.334,0.018,17.112,0.013,17.156,0.018,0.072,20.188,0.0,0.0,0.0,1,0,-9.0,0.0,0.0,16.142,0.083,15.65,0.113,14.597,0.074,0.024,-25.206,0.35,0,1,1,1,1048578,1,0,0,0,1,0,0,3893,52754,53120,1448,83,41,1,158,38,2,1,0,0,0,0,0,0,18.123,0.02,17.575,0.019,17.336,0.019,17.117,0.015,17.163,0.019,407803915287920640,,,,,,0.23799999999999955,quasar
120633.19+445040.1,181.638296,44.844484,3.0921,22.943,0.317,20.297,0.043,20.032,0.027,19.866,0.03,19.739,0.078,0.073,20.107,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.504,0.146,0,1,1,1,33554433,0,1,0,0,0,0,0,3813,52722,53090,1370,335,41,3,211,134,33554433,0,1,0,0,0,0,0,22.94,0.313,20.278,0.035,20.03,0.027,19.853,0.028,19.744,0.074,385848739312435200,,,,,,0.26500000000000057,quasar
120634.13+455238.2,181.642244,45.877281,1.9635,19.413,0.035,19.111,0.024,19.016,0.022,18.796,0.016,18.711,0.04,0.066,20.13,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.549,0.121,0,1,1,1,1048578,1,0,0,0,1,0,0,3818,52724,53089,1369,631,41,6,153,101,1048578,1,0,0,0,1,0,0,19.424,0.034,19.137,0.031,19.017,0.025,18.795,0.021,18.691,0.043,385567261282271232,,,,,,0.09500000000000242,quasar
120636.74+350106.1,181.653114,35.018367,3.5091,25.794,0.61,21.787,0.056,20.176,0.027,19.565,0.03,19.372,0.063,0.089,20.217,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.088,1.293,0,1,1,1,1,0,1,0,0,0,0,0,4576,53111,53498,2089,414,40,4,430,160,1,0,1,0,0,0,0,0,25.794,0.61,21.786,0.056,20.176,0.027,19.566,0.03,19.372,0.063,588231000245403648,,,,,,1.6110000000000007,non-quasar
120637.04+394103.7,181.654357,39.684376,1.5185,19.085,0.027,18.813,0.026,18.626,0.029,18.366,0.025,18.444,0.032,0.167,20.322,10.472,999.99,0.36,0,0,-1.709,2.179,14.75,16.674,0.133,16.363,0.251,15.795,0.202,0.424,-26.422,0.11,0,1,1,1,137371146,1,0,1,1,1,0,0,3900,52755,53473,2108,533,41,3,358,3,137371146,1,0,1,1,1,0,0,19.085,0.027,18.812,0.026,18.626,0.029,18.366,0.025,18.444,0.032,593578917927845888,,,,,,0.1869999999999976,quasar
120637.55+512235.3,181.656494,51.376484,1.3115,19.492,0.032,19.457,0.02,19.072,0.015,19.044,0.019,19.0,0.041,0.123,20.267,0.0,0.0,0.0,1,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.38,0.119,0,1,1,1,1048578,1,0,0,0,1,0,0,2830,52263,52430,883,285,41,1,406,78,1048578,1,0,0,0,1,0,0,19.559,0.028,19.447,0.017,19.083,0.016,19.045,0.017,19.018,0.041,248767590766215168,,,,,,0.38500000000000156,quasar
120638.13+632630.6,181.658887,63.441847,0.2548,19.901,0.047,19.461,0.025,18.855,0.024,18.462,0.028,18.138,0.035,0.093,20.294,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.588,0.133,15.504,0.11,14.891,0.115,0.12,-22.001,0.566,1,1,1,1,0,0,0,0,0,0,0,0,1896,51875,52337,778,441,41,6,158,100,2,1,0,0,0,0,0,0,19.863,0.038,19.478,0.022,18.87,0.015,18.444,0.018,18.117,0.036,219212319433949184,,,,,,0.6059999999999981,non-quasar
120638.55+351055.9,181.660635,35.182208,0.5582,19.414,0.037,19.152,0.03,19.151,0.022,18.966,0.018,18.966,0.055,0.099,20.225,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.382,0.057,0,1,1,1,1048578,1,0,0,0,1,0,0,4552,53108,53498,2089,412,40,4,82,68,1048578,1,0,0,0,1,0,0,19.414,0.037,19.153,0.03,19.151,0.022,18.966,0.018,18.966,0.055,588231000237015040,,,,,,0.0010000000000012221,quasar
120638.69+130126.1,181.66123,13.023929,3.0527,20.862,0.087,19.007,0.024,18.793,0.018,18.66,0.018,18.703,0.036,0.133,20.371,0.0,0.0,0.0,1,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.706,0.081,0,1,1,1,3,1,1,0,0,0,0,0,3804,52721,53147,1611,507,41,5,160,96,3,1,1,0,0,0,0,0,20.862,0.087,19.007,0.024,18.792,0.018,18.659,0.018,18.703,0.036,453684454234259456,,,,,,0.2140000000000022,quasar
120639.10+392932.2,181.662917,39.492304,2.4457,19.773,0.033,19.21,0.018,19.059,0.017,19.054,0.023,18.897,0.04,0.168,20.316,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.832,0.12,0,1,1,1,2,1,0,0,0,0,0,0,4469,53052,53473,2108,538,40,2,431,47,2,1,0,0,0,0,0,0,19.773,0.033,19.209,0.018,19.059,0.017,19.054,0.023,18.897,0.04,593578917948817408,,,,,,0.1509999999999998,quasar
120639.23+371440.6,181.663472,37.244617,0.8372,18.819,0.023,18.649,0.027,18.44,0.022,18.477,0.017,18.321,0.034,0.117,20.262,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.864,0.178,0,1,1,1,2,1,0,0,0,0,0,0,4504,53080,53473,2108,136,40,3,154,28,2,1,0,0,0,0,0,0,18.819,0.023,18.649,0.027,18.441,0.022,18.477,0.017,18.322,0.034,593578916262707200,,,,,,0.20899999999999963,quasar
120639.24+041930.9,181.663526,4.325258,1.6152,19.603,0.049,19.433,0.033,19.365,0.019,19.085,0.033,19.218,0.054,0.094,20.204,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.818,0.071,0,1,1,1,3,1,1,0,0,0,0,0,2247,52015,52376,842,119,41,2,139,182,3,1,1,0,0,0,0,0,19.624,0.038,19.422,0.019,19.352,0.023,19.096,0.027,19.179,0.052,237226884096589824,,,,,,0.06800000000000139,quasar
120640.06+060147.4,181.666943,6.029838,2.389,18.797,0.026,18.306,0.022,18.26,0.019,18.202,0.024,17.983,0.026,0.091,20.149,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.739,0.177,16.491,0.273,15.113,0.154,0.411,-27.6,0.11,0,1,1,1,2,1,0,0,0,0,0,0,2247,52015,52376,842,447,41,6,139,39,1048579,1,1,0,0,1,0,0,18.752,0.022,18.284,0.015,18.276,0.012,18.227,0.021,17.942,0.028,237226885472321536,,,,,,0.045999999999999375,quasar
120641.22+433911.6,181.671775,43.653246,1.4568,19.098,0.03,18.899,0.023,18.45,0.029,18.388,0.02,18.371,0.027,0.072,20.1,15.738,11.22,0.33,0,0,-9.0,0.0,0.0,17.197,0.181,16.192,0.155,16.147,0.269,0.199,-26.264,0.22,0,1,1,1,3145738,1,0,1,0,1,0,0,3893,52754,53089,1369,34,41,6,159,14,3145738,1,0,1,0,1,0,0,19.09,0.03,18.93,0.035,18.468,0.041,18.386,0.028,18.376,0.03,385567258778271744,,,,,,0.4490000000000016,quasar
120643.53+455539.5,181.681391,45.927665,1.9956,19.292,0.03,19.183,0.039,18.783,0.026,18.487,0.02,18.366,0.039,0.067,20.134,14.681,35.809,0.108,0,0,-9.0,0.0,0.0,17.021,0.153,16.528,0.2,15.88,0.198,0.347,-26.896,0.536,0,1,1,1,10,1,0,1,0,0,0,0,3818,52724,53089,1369,621,41,6,154,1,10,1,0,1,0,0,0,0,19.347,0.028,19.196,0.056,18.789,0.029,18.493,0.02,18.351,0.047,385567261240328192,,,,,,0.3999999999999986,quasar
120643.62+485048.7,181.681783,48.846887,1.3968,19.537,0.032,19.511,0.029,19.128,0.029,19.079,0.03,19.092,0.052,0.113,20.301,14.9,26.892,0.138,0,1,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.49,0.149,0,1,1,1,10,1,0,1,0,0,0,0,3059,52354,52442,969,89,42,1,138,146,10,1,0,1,0,0,0,0,19.519,0.034,19.495,0.018,19.116,0.012,19.104,0.021,19.05,0.045,272974489480855552,,,,,,0.3829999999999991,quasar
120644.02+495336.7,181.683436,49.893536,0.8465,18.172,0.015,18.016,0.032,17.955,0.02,17.896,0.015,17.786,0.024,0.135,20.312,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.59,0.131,16.196,0.211,15.8,0.217,0.727,-25.479,0.104,0,1,1,1,1048578,1,0,0,0,1,0,0,2964,52313,52413,970,305,40,3,307,87,1048578,1,0,0,0,1,0,0,18.207,0.013,17.979,0.017,17.947,0.016,17.881,0.009,17.793,0.017,273255840809484288,,,,,,0.06099999999999994,quasar
120644.18+515316.1,181.684103,51.88781,2.2261,19.471,0.031,19.058,0.031,19.012,0.023,18.854,0.02,18.595,0.036,0.094,20.25,12.326,293.931,0.222,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.79,0.119,0,1,1,1,3145739,1,1,1,0,1,0,0,2883,52287,52370,882,74,40,2,187,56,3145739,1,1,1,0,1,0,0,19.452,0.028,18.996,0.01,19.052,0.012,18.882,0.013,18.619,0.033,248485857206468608,,,,,,0.045999999999999375,quasar
120644.21+564314.2,181.684214,56.720612,3.2314,22.642,0.48,20.313,0.035,20.013,0.038,19.86,0.031,19.889,0.103,0.075,20.127,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.607,0.047,0,1,1,1,1,0,1,0,0,0,0,0,3712,52708,53050,1314,222,40,2,77,160,1,0,1,0,0,0,0,0,22.722,0.534,20.282,0.087,19.997,0.034,19.865,0.031,19.897,0.103,370085968343990272,,,,,,0.29999999999999716,quasar
120645.67+090645.3,181.690321,9.112605,3.9299,23.701,0.96,20.616,0.04,19.379,0.026,19.339,0.03,19.426,0.086,0.099,20.193,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.562,-0.167,0,1,1,1,524289,0,1,0,0,0,1,0,3525,52619,52728,1228,9,40,1,178,122,524289,0,1,0,0,0,1,0,23.862,1.08,20.607,0.038,19.354,0.029,19.338,0.032,19.43,0.088,345877736474017792,,,,,,1.2369999999999983,non-quasar
120645.68+112825.1,181.690344,11.473654,1.1186,18.802,0.035,18.665,0.017,18.484,0.02,18.535,0.023,18.65,0.035,0.135,20.303,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.513,-0.127,0,1,1,1,1048578,1,0,0,0,1,0,0,3836,52729,53147,1611,57,41,1,219,44,1048578,1,0,0,0,1,0,0,18.801,0.035,18.665,0.017,18.483,0.02,18.535,0.023,18.65,0.035,453684452346822656,,,,,,0.18099999999999739,quasar
120646.82+414832.3,181.695094,41.808989,1.8045,18.984,0.029,18.943,0.017,18.916,0.015,18.588,0.017,18.622,0.035,0.071,20.155,14.398,46.131,0.177,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.564,0.091,0,1,1,1,11,1,1,1,0,0,0,0,3840,52730,53120,1448,108,41,2,159,2,11,1,1,1,0,0,0,0,18.988,0.039,18.946,0.015,18.901,0.019,18.585,0.015,18.643,0.034,407803915392778240,,,,,,0.027000000000001023,quasar
120647.06+510019.0,181.696122,51.005284,0.3545,19.227,0.031,19.308,0.053,19.008,0.02,18.806,0.016,18.462,0.03,0.094,20.279,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.444,0.289,1,1,1,1,2,1,0,0,0,0,0,0,2964,52313,52442,969,521,40,6,308,22,2,1,0,0,0,0,0,0,19.254,0.023,19.337,0.013,18.954,0.015,18.803,0.018,18.464,0.027,272974491292794880,,,,,,0.3000000000000007,quasar
120647.28+333319.3,181.697038,33.555367,1.7167,19.239,0.028,19.132,0.025,19.205,0.019,18.99,0.021,18.914,0.039,0.098,20.161,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.057,-0.124,0,1,1,1,1048579,1,1,0,0,1,0,0,4599,53120,53474,2095,604,40,6,83,21,1048579,1,1,0,0,1,0,0,19.238,0.028,19.132,0.025,19.205,0.019,18.989,0.021,18.914,0.039,589919747823370240,,,,,,-0.07299999999999685,quasar
